order_id,customer_id,restaurant_id,order_date,delivery_time,status,total_amount,payment_mode,discount_applied,feedback_rating
266,38,7,2026-03-29 11:03:27,2026-03-29 12:02:27,Pending,2387.59,Debit Card,27.97,4
267,59,33,2026-03-10 13:14:20,2026-03-10 13:51:20,Pending,525.09,Debit Card,106.31,5
268,50,45,2026-06-06 11:58:11,2026-06-06 13:10:11,Delivered,499.88,UPI,20.1,3
269,38,8,2026-06-08 13:15:03,2026-06-08 13:52:03,Delivered,597.82,UPI,46.65,4
270,19,41,2026-02-27 04:58:50,2026-02-27 05:34:50,Delivered,806.68,Cash,159.63,2
271,83,4,2026-03-15 05:48:58,2026-03-15 07:02:58,Cancelled,1423.56,UPI,54.51,3
272,98,29,2025-07-11 04:52:02,2025-07-11 06:07:02,Cancelled,628.04,Debit Card,422.02,5
273,79,36,2026-05-30 14:50:14,2026-05-30 16:18:14,Cancelled,1569.73,Debit Card,418.31,4
274,42,22,2026-03-06 15:28:54,2026-03-06 16:42:54,Delivered,438.45,Credit Card,136.34,1
275,68,46,2026-01-06 13:48:17,2026-01-06 14:12:17,Delivered,2488.26,Debit Card,304.82,3
276,91,8,2025-12-05 20:32:26,2025-12-05 21:45:26,Delivered,1577.63,Cash,228.39,1
277,33,50,2026-04-20 22:23:46,2026-04-20 23:32:46,Cancelled,1783.81,Credit Card,399.59,1
278,91,24,2026-05-10 13:47:44,2026-05-10 14:47:44,Cancelled,511.82,UPI,102.0,1
279,19,34,2025-07-11 09:24:06,2025-07-11 09:57:06,Delivered,749.32,Cash,161.68,2
280,86,45,2025-12-07 05:33:29,2025-12-07 06:37:29,Delivered,1406.64,Credit Card,495.88,1
281,36,13,2026-03-15 08:03:09,2026-03-15 08:27:09,Pending,417.74,Credit Card,393.59,2
282,90,5,2025-08-14 08:23:24,2025-08-14 09:48:24,Delivered,1315.35,Cash,45.93,3
283,20,24,2026-04-28 07:41:51,2026-04-28 08:16:51,Cancelled,619.91,UPI,427.71,1
284,90,42,2025-09-14 08:56:00,2025-09-14 09:43:00,Delivered,257.4,Debit Card,142.96,5
285,63,14,2025-09-15 15:45:04,2025-09-15 16:49:04,Delivered,1766.1,Debit Card,187.15,4
286,8,44,2026-02-03 01:56:00,2026-02-03 02:25:00,Delivered,1965.22,Debit Card,331.3,1
287,20,8,2026-02-24 08:48:00,2026-02-24 09:18:00,Delivered,986.66,UPI,246.65,1
288,56,22,2026-04-18 21:10:44,2026-04-18 21:43:44,Delivered,330.57,UPI,343.12,4
289,76,12,2026-03-11 16:01:02,2026-03-11 16:34:02,Cancelled,2465.64,Debit Card,66.22,1
290,71,11,2025-12-04 03:21:36,2025-12-04 04:44:36,Delivered,1549.33,Credit Card,178.55,2
291,94,24,2026-04-30 19:01:03,2026-04-30 20:07:03,Delivered,2272.43,Cash,18.87,1
292,77,46,2025-10-24 20:31:54,2025-10-24 21:11:54,Pending,791.11,Cash,147.3,4
293,18,4,2025-09-09 16:28:52,2025-09-09 17:12:52,Cancelled,2273.53,Cash,430.39,2
294,74,30,2026-01-09 07:41:15,2026-01-09 08:03:15,Delivered,941.5,Debit Card,171.73,3
295,85,33,2026-02-01 10:26:36,2026-02-01 10:52:36,Delivered,2488.11,Cash,162.92,1
296,33,45,2026-03-10 12:26:50,2026-03-10 13:01:50,Delivered,1752.55,Debit Card,289.59,5
297,78,8,2025-08-22 12:18:22,2025-08-22 13:31:22,Delivered,2271.28,UPI,218.74,3
298,58,49,2025-09-29 04:42:37,2025-09-29 05:40:37,Delivered,660.85,Debit Card,256.93,4
299,27,24,2025-07-17 22:44:06,2025-07-17 23:20:06,Delivered,1587.4,Debit Card,446.41,2
300,99,47,2025-11-20 05:56:41,2025-11-20 06:52:41,Delivered,809.69,Cash,305.79,1
301,61,34,2026-02-24 10:13:45,2026-02-24 11:22:45,Delivered,740.64,UPI,408.09,4
302,22,24,2026-04-30 18:14:54,2026-04-30 18:53:54,Delivered,1924.96,Cash,138.95,3
303,49,25,2025-10-28 00:51:35,2025-10-28 01:19:35,Delivered,768.42,UPI,240.73,4
304,11,20,2025-12-30 20:09:18,2025-12-30 21:31:18,Cancelled,306.21,Credit Card,420.52,4
305,15,38,2026-04-29 09:10:43,2026-04-29 10:23:43,Delivered,1898.14,Credit Card,450.11,3
306,58,2,2025-09-23 11:47:30,2025-09-23 12:41:30,Delivered,1871.55,Credit Card,115.85,3
307,40,36,2026-05-14 04:57:51,2026-05-14 05:44:51,Delivered,556.08,UPI,238.89,2
308,7,11,2026-04-08 22:09:00,2026-04-08 22:53:00,Delivered,2346.33,Credit Card,6.5,4
309,57,3,2025-09-24 08:45:31,2025-09-24 10:08:31,Delivered,1713.3,UPI,371.8,2
310,24,6,2025-10-19 15:40:02,2025-10-19 16:28:02,Delivered,612.38,Credit Card,316.27,2
311,92,33,2026-06-10 22:33:33,2026-06-10 23:06:33,Delivered,1534.75,Cash,98.67,3
312,15,33,2025-09-14 20:26:34,2025-09-14 20:51:34,Delivered,657.02,Cash,81.18,3
313,25,47,2025-08-04 14:35:34,2025-08-04 15:45:34,Delivered,341.46,Cash,372.37,5
314,98,14,2026-01-27 22:05:26,2026-01-27 22:47:26,Delivered,1253.59,Cash,332.59,5
315,38,43,2026-02-14 23:20:05,2026-02-15 00:39:05,Delivered,1503.43,UPI,490.55,1
316,35,45,2025-07-23 17:14:26,2025-07-23 18:36:26,Delivered,759.25,Credit Card,359.5,5
317,88,11,2025-11-30 20:54:20,2025-11-30 22:18:20,Delivered,803.36,Credit Card,310.22,5
318,38,45,2026-06-09 14:35:50,2026-06-09 15:25:50,Delivered,1330.91,Credit Card,169.29,1
319,32,46,2026-02-28 22:11:36,2026-02-28 23:14:36,Delivered,2106.41,Credit Card,336.46,5
320,38,47,2025-12-09 02:17:14,2025-12-09 03:35:14,Delivered,2291.4,UPI,59.84,5
321,2,19,2026-06-01 08:39:13,2026-06-01 09:34:13,Delivered,2438.76,Debit Card,392.09,2
322,83,11,2025-09-21 09:31:25,2025-09-21 09:56:25,Pending,664.66,Debit Card,453.02,2
323,30,9,2025-09-29 06:19:47,2025-09-29 07:09:47,Pending,1873.59,Debit Card,428.91,5
324,86,29,2026-06-08 18:50:36,2026-06-08 19:10:36,Delivered,310.85,UPI,209.89,3
325,78,24,2026-05-05 10:06:41,2026-05-05 11:12:41,Pending,1233.91,Credit Card,286.07,1
326,29,16,2025-10-18 22:30:10,2025-10-18 23:25:10,Delivered,405.37,UPI,253.1,2
327,18,28,2026-04-09 18:09:57,2026-04-09 19:08:57,Delivered,248.89,Cash,418.97,5
328,10,45,2026-03-26 05:27:32,2026-03-26 05:56:32,Cancelled,2285.99,Debit Card,320.32,4
329,89,48,2026-03-31 06:59:51,2026-03-31 07:53:51,Delivered,931.27,UPI,393.79,5
330,9,18,2026-04-25 09:32:58,2026-04-25 09:56:58,Delivered,1904.54,Cash,340.76,2
331,54,15,2025-07-09 15:28:16,2025-07-09 16:40:16,Delivered,790.32,Cash,55.16,5
332,5,19,2025-07-20 23:31:44,2025-07-20 23:56:44,Delivered,1841.25,Credit Card,249.54,3
333,100,5,2026-03-12 17:36:57,2026-03-12 18:09:57,Delivered,2173.54,UPI,378.42,2
334,11,8,2026-04-02 20:07:31,2026-04-02 21:18:31,Delivered,1350.14,Debit Card,102.57,4
335,12,50,2025-08-26 08:49:36,2025-08-26 09:41:36,Delivered,1870.03,Cash,440.38,5
336,63,42,2026-01-14 04:46:12,2026-01-14 06:12:12,Delivered,1071.5,Cash,170.59,3
337,70,11,2026-03-27 13:51:56,2026-03-27 14:58:56,Delivered,935.2,Debit Card,134.48,4
338,56,3,2025-07-21 00:04:28,2025-07-21 00:43:28,Delivered,1879.53,UPI,224.5,3
339,70,4,2026-04-14 16:21:23,2026-04-14 16:45:23,Delivered,2039.16,Cash,169.56,5
340,91,8,2026-05-01 23:21:10,2026-05-02 00:22:10,Delivered,1413.32,Cash,314.88,1
341,66,29,2026-01-08 09:51:54,2026-01-08 10:54:54,Delivered,491.61,Credit Card,310.78,2
342,53,22,2026-05-18 09:25:04,2026-05-18 10:25:04,Delivered,859.54,UPI,40.14,4
343,71,21,2025-08-22 08:45:44,2025-08-22 10:12:44,Delivered,1438.97,Debit Card,108.37,3
344,42,35,2025-08-09 14:27:35,2025-08-09 15:55:35,Delivered,1570.94,UPI,360.86,1
345,80,39,2025-07-10 23:57:51,2025-07-11 00:36:51,Delivered,316.76,UPI,327.04,4
346,85,17,2025-06-29 20:50:49,2025-06-29 21:14:49,Delivered,1982.9,Cash,486.6,1
347,13,24,2025-08-25 21:55:47,2025-08-25 23:02:47,Delivered,676.79,Debit Card,402.79,2
348,43,3,2026-01-25 21:22:27,2026-01-25 22:08:27,Cancelled,244.16,Cash,104.59,1
349,76,10,2025-12-06 01:37:29,2025-12-06 02:46:29,Delivered,1869.91,Credit Card,470.74,4
350,82,5,2025-09-01 13:48:58,2025-09-01 14:19:58,Delivered,2098.15,Debit Card,454.6,1
351,31,25,2026-06-16 13:24:40,2026-06-16 14:19:40,Delivered,620.23,Credit Card,194.5,4
352,18,1,2025-08-12 18:55:11,2025-08-12 19:48:11,Delivered,344.98,UPI,61.36,5
353,22,28,2025-08-19 14:28:45,2025-08-19 15:27:45,Delivered,2122.76,Credit Card,266.46,1
354,41,19,2025-11-01 20:46:16,2025-11-01 21:43:16,Delivered,1337.18,Credit Card,185.28,5
355,91,41,2025-08-01 06:44:39,2025-08-01 07:54:39,Delivered,210.39,Debit Card,429.41,3
356,83,26,2025-12-21 01:26:03,2025-12-21 02:34:03,Delivered,2241.17,Credit Card,354.51,1
357,75,7,2025-09-15 18:24:33,2025-09-15 19:54:33,Delivered,1046.51,Debit Card,35.54,5
358,11,24,2026-02-11 03:43:28,2026-02-11 04:49:28,Delivered,1763.82,UPI,264.73,3
359,5,40,2025-11-15 11:34:37,2025-11-15 12:47:37,Delivered,253.38,UPI,69.94,4
360,14,31,2026-04-07 16:04:04,2026-04-07 16:30:04,Delivered,2284.42,Debit Card,132.73,1
361,36,18,2026-03-15 16:35:04,2026-03-15 17:38:04,Delivered,2142.41,Credit Card,188.42,4
362,39,40,2026-05-10 21:01:12,2026-05-10 22:19:12,Delivered,1419.41,Credit Card,394.13,5
363,47,8,2025-09-08 12:16:28,2025-09-08 12:46:28,Delivered,381.29,Debit Card,307.18,1
364,7,35,2026-02-04 14:53:02,2026-02-04 16:15:02,Cancelled,2253.07,Cash,210.81,3
365,39,25,2026-04-25 10:22:57,2026-04-25 11:51:57,Delivered,1157.17,Debit Card,474.34,1
366,60,2,2026-03-30 16:52:36,2026-03-30 17:30:36,Pending,2056.88,Cash,435.23,1
367,43,40,2026-06-28 18:42:36,2026-06-28 19:32:36,Pending,777.86,Debit Card,220.37,4
368,49,12,2026-06-13 20:02:52,2026-06-13 20:56:52,Cancelled,537.75,Cash,374.63,4
369,82,17,2025-10-29 13:39:56,2025-10-29 14:56:56,Delivered,625.1,Debit Card,128.0,4
370,51,7,2026-02-05 02:29:12,2026-02-05 03:58:12,Delivered,1260.19,Debit Card,128.7,2
371,12,22,2026-04-06 01:16:27,2026-04-06 02:17:27,Delivered,2458.87,Cash,251.17,2
372,3,31,2025-12-05 00:20:09,2025-12-05 00:55:09,Cancelled,1798.9,Credit Card,46.4,1
373,11,7,2026-05-12 12:56:31,2026-05-12 14:12:31,Delivered,484.35,Cash,171.62,2
374,50,50,2026-03-12 08:44:46,2026-03-12 09:35:46,Cancelled,844.08,Debit Card,42.03,1
375,64,46,2026-05-09 04:23:03,2026-05-09 05:52:03,Delivered,2330.38,Cash,411.98,3
376,29,13,2025-07-11 00:32:17,2025-07-11 01:12:17,Delivered,1998.92,Credit Card,44.51,1
377,34,4,2026-04-03 14:37:26,2026-04-03 15:13:26,Pending,881.89,Debit Card,248.86,3
378,82,37,2025-09-05 00:17:13,2025-09-05 01:41:13,Delivered,155.92,Cash,56.78,5
379,9,18,2026-05-13 22:12:57,2026-05-13 23:27:57,Delivered,577.68,Cash,179.55,1
380,71,21,2026-03-11 15:55:46,2026-03-11 16:57:46,Delivered,1251.35,UPI,397.93,3
381,33,43,2025-08-24 14:08:13,2025-08-24 15:06:13,Delivered,1175.8,Credit Card,398.15,1
382,61,46,2026-06-08 23:50:23,2026-06-09 00:54:23,Delivered,1803.28,Debit Card,371.38,3
383,92,27,2025-07-30 07:40:05,2025-07-30 08:21:05,Delivered,871.21,UPI,299.86,3
384,84,48,2026-01-16 01:37:14,2026-01-16 02:06:14,Delivered,1506.15,Cash,498.0,5
385,35,23,2026-06-18 15:53:50,2026-06-18 16:19:50,Delivered,1472.45,Debit Card,261.5,3
386,28,3,2026-04-16 05:31:27,2026-04-16 06:46:27,Delivered,468.34,Cash,66.75,3
387,73,49,2025-12-17 18:34:12,2025-12-17 19:25:12,Delivered,363.49,Cash,286.69,2
388,28,50,2026-02-20 00:32:09,2026-02-20 01:02:09,Delivered,454.4,Cash,398.97,4
389,90,28,2026-05-31 09:31:41,2026-05-31 10:10:41,Delivered,2189.33,Debit Card,465.12,4
390,70,14,2026-04-19 10:34:40,2026-04-19 11:12:40,Delivered,651.77,Credit Card,15.5,4
391,69,7,2026-02-02 06:08:29,2026-02-02 06:54:29,Pending,2209.32,UPI,203.48,1
392,70,29,2026-03-18 10:48:12,2026-03-18 11:41:12,Delivered,2168.01,Debit Card,282.03,2
393,88,13,2025-11-08 11:29:14,2025-11-08 12:17:14,Cancelled,1874.87,Cash,302.43,1
394,23,44,2026-03-24 12:12:36,2026-03-24 12:42:36,Delivered,1303.81,Debit Card,305.88,3
395,69,38,2025-10-09 01:56:43,2025-10-09 03:26:43,Delivered,1347.05,Credit Card,70.53,2
396,56,12,2025-12-28 20:16:10,2025-12-28 20:49:10,Delivered,2267.81,Cash,181.78,3
397,53,45,2026-01-27 23:33:30,2026-01-28 01:02:30,Delivered,567.11,Debit Card,263.8,5
398,4,48,2025-07-06 03:52:37,2025-07-06 04:42:37,Cancelled,821.94,UPI,277.94,4
399,77,48,2026-05-01 21:16:44,2026-05-01 22:03:44,Delivered,528.37,UPI,309.91,4
400,35,6,2025-07-11 12:50:45,2025-07-11 13:32:45,Delivered,1704.27,Cash,198.72,2
401,70,32,2026-05-10 02:05:43,2026-05-10 02:41:43,Delivered,703.01,Credit Card,160.73,3
402,3,24,2026-06-22 19:33:35,2026-06-22 20:15:35,Delivered,1729.9,Cash,312.58,5
403,99,27,2025-12-25 16:33:34,2025-12-25 16:55:34,Delivered,462.74,Debit Card,19.09,5
404,82,42,2026-05-15 10:43:30,2026-05-15 11:42:30,Delivered,746.97,UPI,321.6,4
405,40,3,2025-10-08 04:50:30,2025-10-08 05:39:30,Delivered,378.95,Debit Card,266.21,2
406,23,14,2026-04-06 00:00:44,2026-04-06 00:28:44,Delivered,1991.49,UPI,168.2,2
407,82,36,2026-01-05 06:27:49,2026-01-05 06:59:49,Delivered,469.12,UPI,186.36,1
408,42,50,2025-11-22 06:27:20,2025-11-22 07:19:20,Delivered,1538.02,Credit Card,67.59,2
409,10,1,2026-02-24 07:00:33,2026-02-24 08:04:33,Delivered,163.44,UPI,179.43,4
410,25,48,2026-06-23 08:13:57,2026-06-23 08:57:57,Delivered,847.07,Debit Card,27.79,4
411,66,33,2026-02-13 12:20:15,2026-02-13 13:31:15,Delivered,2058.68,Debit Card,232.57,1
412,17,49,2026-04-16 07:18:09,2026-04-16 07:52:09,Pending,2473.26,Credit Card,492.37,4
413,9,34,2025-07-18 04:00:57,2025-07-18 04:34:57,Delivered,759.48,Credit Card,283.8,1
414,83,20,2025-07-15 15:40:30,2025-07-15 17:02:30,Delivered,742.55,Debit Card,87.07,2
415,91,49,2025-11-05 14:24:37,2025-11-05 15:20:37,Cancelled,621.46,UPI,102.61,4
416,31,10,2025-09-02 21:07:54,2025-09-02 21:58:54,Delivered,1176.17,UPI,82.8,3
417,49,20,2025-10-11 01:20:52,2025-10-11 02:36:52,Delivered,780.42,Debit Card,331.52,2
418,97,12,2025-08-13 16:15:13,2025-08-13 17:36:13,Cancelled,2288.36,Cash,341.99,5
419,87,31,2026-05-29 21:30:49,2026-05-29 22:54:49,Pending,159.19,Debit Card,302.4,3
420,25,30,2026-06-03 04:34:38,2026-06-03 05:52:38,Delivered,1954.29,Debit Card,492.31,2
421,82,14,2026-06-21 14:53:37,2026-06-21 15:57:37,Delivered,905.1,UPI,94.62,1
422,44,31,2025-09-25 02:20:21,2025-09-25 03:25:21,Delivered,842.95,Credit Card,68.27,5
423,94,7,2025-11-08 23:33:04,2025-11-09 00:16:04,Delivered,562.01,Credit Card,361.31,1
424,8,46,2025-09-15 02:53:24,2025-09-15 03:13:24,Delivered,2442.54,Cash,156.66,5
425,2,11,2025-07-05 02:50:25,2025-07-05 03:27:25,Delivered,2226.46,Credit Card,1.15,2
426,82,28,2026-01-27 16:46:16,2026-01-27 17:11:16,Pending,902.04,Cash,191.77,2
427,75,6,2026-04-20 12:19:45,2026-04-20 13:06:45,Cancelled,1161.79,Credit Card,485.14,2
428,49,28,2026-03-04 18:57:44,2026-03-04 20:14:44,Pending,786.56,Debit Card,221.67,2
429,72,46,2025-09-09 06:02:12,2025-09-09 06:37:12,Delivered,267.25,UPI,339.93,4
430,23,4,2026-03-27 07:01:06,2026-03-27 08:26:06,Delivered,1155.75,Credit Card,425.31,5
431,60,14,2025-11-28 05:44:06,2025-11-28 06:53:06,Pending,2243.21,Debit Card,366.79,2
432,37,23,2026-04-07 08:06:52,2026-04-07 08:41:52,Delivered,617.56,Debit Card,450.4,2
433,53,25,2025-07-04 09:28:01,2025-07-04 10:41:01,Delivered,2025.42,Credit Card,42.68,1
434,71,39,2025-08-03 23:38:45,2025-08-04 00:27:45,Cancelled,720.36,Debit Card,373.51,1
435,2,30,2026-01-15 06:52:28,2026-01-15 07:50:28,Delivered,932.14,UPI,449.76,2
436,46,8,2025-10-21 22:21:49,2025-10-21 23:37:49,Delivered,2045.38,Credit Card,60.78,3
437,27,10,2026-05-07 13:21:06,2026-05-07 14:44:06,Pending,2149.58,UPI,75.06,4
438,7,24,2026-05-02 00:00:44,2026-05-02 00:33:44,Delivered,2177.33,Credit Card,343.78,1
439,50,12,2026-04-09 12:44:52,2026-04-09 13:35:52,Delivered,749.8,UPI,53.15,4
440,80,8,2026-06-02 16:32:19,2026-06-02 17:21:19,Cancelled,1709.18,Debit Card,337.53,2
441,57,37,2026-02-03 07:36:31,2026-02-03 08:58:31,Cancelled,1482.62,Debit Card,442.73,2
442,4,36,2025-11-19 17:23:24,2025-11-19 18:15:24,Delivered,642.84,Credit Card,76.81,3
443,74,30,2026-01-22 15:32:03,2026-01-22 16:08:03,Delivered,1678.52,Debit Card,300.21,4
444,48,3,2025-12-18 22:25:38,2025-12-18 23:51:38,Delivered,453.43,Debit Card,135.61,4
445,56,7,2026-04-10 20:15:19,2026-04-10 21:18:19,Delivered,1647.08,Cash,204.51,1
446,6,20,2025-10-13 02:34:36,2025-10-13 03:46:36,Delivered,515.06,UPI,495.08,5
447,29,2,2026-04-03 20:14:17,2026-04-03 20:53:17,Delivered,1136.46,Credit Card,99.72,4
448,96,47,2025-10-23 15:11:50,2025-10-23 16:21:50,Delivered,1607.79,UPI,258.74,5
449,42,9,2026-06-23 14:28:19,2026-06-23 15:26:19,Delivered,617.14,Cash,290.23,5
450,59,17,2025-09-18 06:02:20,2025-09-18 07:30:20,Delivered,2314.62,Debit Card,324.54,5
451,75,37,2026-05-02 12:51:54,2026-05-02 13:55:54,Delivered,1338.07,UPI,288.0,1
452,25,13,2026-04-22 03:37:19,2026-04-22 04:32:19,Delivered,1793.78,Debit Card,110.62,5
453,26,29,2026-06-11 20:25:37,2026-06-11 21:10:37,Cancelled,2364.82,Debit Card,296.06,4
454,73,8,2026-05-23 16:02:32,2026-05-23 17:07:32,Pending,918.34,Cash,285.08,5
455,98,47,2025-11-08 16:17:10,2025-11-08 17:28:10,Delivered,1706.81,UPI,236.01,3
456,73,46,2026-04-30 15:02:59,2026-04-30 16:22:59,Delivered,969.74,Credit Card,339.87,5
457,52,15,2025-12-07 20:54:32,2025-12-07 21:17:32,Delivered,1334.97,Cash,59.31,3
458,94,1,2026-05-13 17:10:19,2026-05-13 17:53:19,Delivered,575.29,UPI,417.29,5
459,57,3,2025-12-16 22:24:51,2025-12-16 23:39:51,Cancelled,178.29,Credit Card,66.7,2
460,81,6,2026-04-15 01:30:22,2026-04-15 02:33:22,Delivered,1491.28,Credit Card,361.69,3
461,66,40,2026-01-16 04:09:51,2026-01-16 05:13:51,Delivered,690.82,Cash,84.94,2
462,75,41,2026-04-18 14:50:36,2026-04-18 16:09:36,Delivered,1011.84,Cash,294.07,3
463,63,33,2025-08-26 16:53:22,2025-08-26 17:48:22,Delivered,858.26,Cash,48.81,4
464,54,40,2025-11-11 04:07:28,2025-11-11 05:18:28,Delivered,1723.81,UPI,261.53,2
465,21,39,2026-06-22 21:04:54,2026-06-22 21:32:54,Delivered,387.11,Debit Card,197.83,1
466,98,21,2026-03-16 03:18:26,2026-03-16 04:30:26,Delivered,716.21,Debit Card,463.14,4
467,39,17,2025-09-21 18:03:20,2025-09-21 18:33:20,Cancelled,528.13,Credit Card,435.94,1
468,77,21,2026-05-20 06:29:02,2026-05-20 06:54:02,Delivered,1765.58,Debit Card,90.36,3
469,65,20,2025-12-25 06:23:20,2025-12-25 07:33:20,Delivered,683.08,Debit Card,394.77,1
470,79,27,2026-03-16 07:30:18,2026-03-16 08:53:18,Delivered,2235.66,Cash,378.1,3
471,38,48,2026-04-27 12:08:08,2026-04-27 12:52:08,Delivered,2039.95,UPI,103.0,2
472,49,28,2025-12-23 09:03:41,2025-12-23 09:53:41,Delivered,1411.89,Cash,391.27,2
473,56,31,2025-11-30 04:00:03,2025-11-30 04:32:03,Delivered,794.65,Debit Card,196.42,1
474,44,37,2026-03-11 07:26:08,2026-03-11 08:16:08,Cancelled,1450.29,Cash,276.38,1
475,14,35,2026-05-23 03:44:26,2026-05-23 04:40:26,Delivered,2040.15,Credit Card,402.01,5
476,26,48,2026-04-19 08:23:46,2026-04-19 08:52:46,Delivered,260.67,Cash,286.69,2
477,21,32,2026-03-30 13:34:16,2026-03-30 15:02:16,Delivered,1723.22,UPI,101.1,4
478,76,41,2025-09-01 20:40:34,2025-09-01 21:50:34,Cancelled,1351.35,Cash,287.38,3
479,41,47,2025-08-20 15:24:26,2025-08-20 16:43:26,Delivered,2448.1,Debit Card,103.3,2
480,91,20,2026-03-12 06:43:59,2026-03-12 08:12:59,Delivered,2028.76,Cash,218.35,4
481,100,5,2026-05-16 05:23:25,2026-05-16 06:03:25,Delivered,1238.16,UPI,110.79,1
482,76,16,2025-09-11 12:57:30,2025-09-11 13:48:30,Delivered,934.57,Cash,3.29,1
483,34,17,2026-03-15 18:26:56,2026-03-15 19:33:56,Delivered,1900.41,Credit Card,160.52,5
484,12,44,2026-02-12 11:11:25,2026-02-12 11:40:25,Delivered,1288.7,Credit Card,273.03,1
485,61,9,2026-05-11 17:12:51,2026-05-11 17:32:51,Pending,1394.65,Cash,158.62,4
486,33,1,2025-07-10 00:15:28,2025-07-10 01:18:28,Delivered,2439.45,Debit Card,280.29,2
487,78,19,2026-01-10 14:37:33,2026-01-10 16:02:33,Delivered,1508.68,Cash,351.55,5
488,67,34,2026-03-13 16:31:13,2026-03-13 17:28:13,Cancelled,332.28,Credit Card,8.02,1
489,31,30,2025-11-13 10:08:09,2025-11-13 11:01:09,Delivered,1238.27,Cash,468.35,2
490,3,13,2026-03-25 11:06:22,2026-03-25 12:12:22,Delivered,449.89,Cash,314.27,1
491,70,28,2026-05-07 00:48:44,2026-05-07 02:03:44,Delivered,2457.01,UPI,263.11,4
492,93,18,2026-06-19 14:51:49,2026-06-19 16:17:49,Delivered,1731.47,Credit Card,17.66,4
493,64,23,2025-12-31 07:15:44,2025-12-31 08:01:44,Pending,1034.18,Cash,140.13,1
494,75,30,2025-11-28 11:42:53,2025-11-28 12:55:53,Delivered,1737.05,Cash,88.13,4
495,27,30,2025-11-04 10:33:38,2025-11-04 11:50:38,Delivered,1304.12,Credit Card,142.46,3
496,84,8,2025-08-30 18:17:08,2025-08-30 19:38:08,Delivered,274.12,Credit Card,119.93,5
497,67,19,2025-12-24 03:05:26,2025-12-24 04:12:26,Delivered,989.96,Cash,194.35,1
498,1,36,2026-06-26 05:06:00,2026-06-26 06:21:00,Delivered,2476.25,Credit Card,244.56,2
499,78,19,2026-06-14 21:05:41,2026-06-14 22:24:41,Pending,1602.81,Cash,293.81,5
500,23,48,2026-02-21 12:24:59,2026-02-21 13:39:59,Delivered,1806.55,Credit Card,18.47,2
